id,umisid,paymentid,feetype,offering
1514,NULL,91203,Foundation Fee,NULL
1515,NULL,91274,Foundation Fee,NULL
1516,NULL,91377,Foundation Fee,NULL
1517,NULL,91421,Foundation Fee,NULL
1518,NULL,91442,Foundation Fee,NULL
1519,NULL,91448,Foundation Fee,NULL
1520,NULL,91503,Foundation Fee,NULL
1521,NULL,91507,Foundation Fee,NULL
1522,NULL,91508,Foundation Fee,NULL
1523,NULL,91594,Foundation Fee,NULL
1524,NULL,91628,Foundation Fee,NULL
1525,NULL,91697,Foundation Fee,NULL
1526,NULL,91701,Foundation Fee,NULL
1527,NULL,91702,Foundation Fee,NULL
1528,NULL,91730,Foundation Fee,NULL
1529,NULL,91737,Foundation Fee,NULL
1530,NULL,91754,Foundation Fee,NULL
1531,NULL,91759,Foundation Fee,NULL
1532,NULL,91763,Foundation Fee,NULL
1533,NULL,91772,Foundation Fee,NULL
1534,NULL,91816,Foundation Fee,NULL
1535,NULL,91842,Foundation Fee,NULL
1536,NULL,91849,Foundation Fee,NULL
1537,NULL,91863,Foundation Fee,NULL
1538,NULL,91868,Foundation Fee,NULL
1539,NULL,91902,Foundation Fee,NULL
1540,NULL,91932,Foundation Fee,NULL
1541,NULL,91968,Foundation Fee,NULL
1542,NULL,91995,Foundation Fee,NULL
1543,NULL,92088,Foundation Fee,NULL
1544,NULL,92180,Foundation Fee,NULL
1545,NULL,92203,Foundation Fee,NULL
1546,NULL,92325,Foundation Fee,NULL
1547,NULL,92403,Foundation Fee,NULL
1548,NULL,92594,Foundation Fee,NULL
1549,NULL,92903,Foundation Fee,NULL
1550,NULL,92923,Foundation Fee,NULL
1551,NULL,93045,Foundation Fee,NULL
1552,NULL,93094,Foundation Fee,NULL
1553,NULL,93124,Foundation Fee,NULL
1554,NULL,93250,Foundation Fee,NULL
1555,NULL,93294,Foundation Fee,NULL
1556,NULL,93400,Foundation Fee,NULL
1557,NULL,93421,Foundation Fee,NULL
1558,NULL,93545,Foundation Fee,NULL
1559,NULL,93552,Foundation Fee,NULL
1560,NULL,93566,Foundation Fee,NULL
1561,NULL,93579,Foundation Fee,NULL
1562,NULL,93589,Foundation Fee,NULL
1563,NULL,93703,Foundation Fee,NULL
1564,NULL,93726,Foundation Fee,NULL
1565,NULL,93737,Foundation Fee,NULL
1566,NULL,93759,Foundation Fee,NULL
1567,NULL,93789,Foundation Fee,NULL
1568,NULL,93838,Foundation Fee,NULL
1569,NULL,93879,Foundation Fee,NULL
1570,NULL,93906,Foundation Fee,NULL
1571,NULL,93940,Foundation Fee,NULL
1572,NULL,93942,Foundation Fee,NULL
1573,NULL,93943,Foundation Fee,NULL
1574,NULL,93946,Foundation Fee,NULL
1575,NULL,93964,Foundation Fee,NULL
1576,NULL,93972,Foundation Fee,NULL
1577,NULL,94008,Foundation Fee,NULL
1578,NULL,94041,Foundation Fee,NULL
1579,NULL,94042,Foundation Fee,NULL
1580,NULL,94078,Foundation Fee,NULL
1581,NULL,94105,Foundation Fee,NULL
1582,NULL,94246,Foundation Fee,NULL
1583,NULL,94269,Foundation Fee,NULL
1584,NULL,94411,Foundation Fee,NULL
1585,NULL,94433,Foundation Fee,NULL
1586,NULL,94464,Foundation Fee,NULL
1587,NULL,94473,Foundation Fee,NULL
1588,NULL,94531,Foundation Fee,NULL
1589,NULL,94551,Foundation Fee,NULL
1590,NULL,94605,Foundation Fee,NULL
1591,NULL,94650,Foundation Fee,NULL
1592,NULL,94653,Foundation Fee,NULL
1593,NULL,94726,Foundation Fee,NULL
1594,NULL,94778,Foundation Fee,NULL
1595,NULL,94860,Foundation Fee,NULL
1596,NULL,94924,Foundation Fee,NULL
1597,NULL,95026,Foundation Fee,NULL
1598,NULL,95033,Foundation Fee,NULL
1599,NULL,95036,Foundation Fee,NULL
1600,NULL,95098,Foundation Fee,NULL
1601,NULL,95127,Foundation Fee,NULL
1602,NULL,95132,Foundation Fee,NULL
1603,NULL,95145,Foundation Fee,NULL
1604,NULL,95184,Foundation Fee,NULL
1605,NULL,95223,Foundation Fee,NULL
1606,NULL,95244,Foundation Fee,NULL
1607,NULL,95357,Foundation Fee,NULL
1608,NULL,95358,Foundation Fee,NULL
1609,NULL,95362,Foundation Fee,NULL
1610,NULL,95363,Foundation Fee,NULL
1611,NULL,95380,Foundation Fee,NULL
1612,NULL,95522,Foundation Fee,NULL
1613,NULL,95598,Foundation Fee,NULL
1614,NULL,95701,Foundation Fee,NULL
1615,NULL,95732,Foundation Fee,NULL
1616,NULL,95982,Foundation Fee,NULL
1617,NULL,96063,Foundation Fee,NULL
1618,NULL,96064,Foundation Fee,NULL
1619,NULL,96156,Foundation Fee,NULL
1620,NULL,96232,Foundation Fee,NULL
1621,NULL,96257,Foundation Fee,NULL
1622,NULL,96290,Foundation Fee,NULL
1623,NULL,96292,Foundation Fee,NULL
1624,NULL,96319,Foundation Fee,NULL
1625,NULL,96323,Foundation Fee,NULL
1626,NULL,96394,Foundation Fee,NULL
1627,NULL,97587,Foundation Fee,NULL
1628,NULL,97924,Foundation Fee,NULL
1629,NULL,98183,Foundation Fee,NULL
1630,NULL,100060,Foundation Fee,NULL
1631,NULL,100131,Foundation Fee,NULL
1632,NULL,100140,Foundation Fee,NULL
1633,NULL,100166,Foundation Fee,NULL
1634,NULL,100241,Foundation Fee,NULL
1635,NULL,100337,Foundation Fee,NULL
1636,NULL,100347,Foundation Fee,NULL
1637,NULL,100410,Foundation Fee,NULL
1638,NULL,100607,Foundation Fee,NULL
1639,NULL,100746,Foundation Fee,NULL
1640,NULL,100821,Foundation Fee,NULL
1641,NULL,100971,Foundation Fee,NULL
1642,NULL,101076,Foundation Fee,NULL
1643,NULL,101165,Foundation Fee,NULL
1644,NULL,101179,Foundation Fee,NULL
1645,NULL,101258,Foundation Fee,NULL
1646,NULL,101259,Foundation Fee,NULL
1647,NULL,101739,Foundation Fee,NULL
1648,NULL,101792,Foundation Fee,NULL
1649,NULL,102151,Foundation Fee,NULL
1650,NULL,102883,Foundation Fee,NULL
1651,NULL,103026,Foundation Fee,NULL
1652,NULL,103663,Foundation Fee,NULL
1653,NULL,103852,Foundation Fee,NULL
1654,NULL,103905,Foundation Fee,NULL
1655,NULL,104020,Foundation Fee,NULL
1656,NULL,104464,Foundation Fee,NULL
1657,NULL,104630,Foundation Fee,NULL
1658,NULL,104716,Foundation Fee,NULL
1659,NULL,104727,Foundation Fee,NULL
1660,NULL,104732,Foundation Fee,NULL
1661,NULL,104764,Foundation Fee,NULL
1662,NULL,104766,Foundation Fee,NULL
1663,NULL,104767,Foundation Fee,NULL
1664,NULL,104770,Foundation Fee,NULL
1665,NULL,104776,Foundation Fee,NULL
1666,NULL,104842,Foundation Fee,NULL
1667,NULL,104866,Foundation Fee,NULL
1668,NULL,104892,Foundation Fee,NULL
1669,NULL,104959,Foundation Fee,NULL
1670,NULL,104967,Foundation Fee,NULL
1671,NULL,105039,Foundation Fee,NULL
1672,NULL,105048,Foundation Fee,NULL
1673,NULL,105071,Foundation Fee,NULL
1674,NULL,105073,Foundation Fee,NULL
1675,NULL,105075,Foundation Fee,NULL
1676,NULL,105089,Foundation Fee,NULL
1677,NULL,105123,Foundation Fee,NULL
1678,NULL,105146,Foundation Fee,NULL
1679,NULL,105390,Foundation Fee,NULL
1680,NULL,105392,Foundation Fee,NULL
1681,NULL,105402,Foundation Fee,NULL
1682,NULL,105460,Foundation Fee,NULL
1683,NULL,105567,Foundation Fee,NULL
1684,NULL,105568,Foundation Fee,NULL
1685,NULL,105615,Foundation Fee,NULL
1686,NULL,105655,Foundation Fee,NULL
1687,NULL,105689,Foundation Fee,NULL
1688,NULL,105753,Foundation Fee,NULL
1689,NULL,106180,Foundation Fee,NULL
1690,NULL,106379,Foundation Fee,NULL
1691,NULL,106815,Foundation Fee,NULL
1692,NULL,106931,Foundation Fee,NULL
1693,NULL,106951,Foundation Fee,NULL
1694,NULL,107059,Foundation Fee,NULL
1695,NULL,107117,Foundation Fee,NULL
1696,NULL,107126,Foundation Fee,NULL
1697,NULL,107195,Foundation Fee,NULL
1698,NULL,107326,Foundation Fee,NULL
1699,NULL,107385,Foundation Fee,NULL
1700,NULL,107678,Foundation Fee,NULL
1701,NULL,107726,Foundation Fee,NULL
1702,NULL,107753,Foundation Fee,NULL
1703,NULL,107892,Foundation Fee,NULL
1704,NULL,107923,Foundation Fee,NULL
1705,NULL,107979,Foundation Fee,NULL
1706,NULL,108177,Foundation Fee,NULL
1707,NULL,108209,Foundation Fee,NULL
1708,NULL,108291,Foundation Fee,NULL
1709,NULL,108330,Foundation Fee,NULL
1710,NULL,108391,Foundation Fee,NULL
1711,NULL,108516,Foundation Fee,NULL
1712,NULL,108541,Foundation Fee,NULL
1713,NULL,108545,Foundation Fee,NULL
1714,NULL,108561,Foundation Fee,NULL
1715,NULL,108570,Foundation Fee,NULL
1716,NULL,108579,Foundation Fee,NULL
1717,NULL,108637,Foundation Fee,NULL
1718,NULL,108642,Foundation Fee,NULL
1719,NULL,108652,Foundation Fee,NULL
1720,NULL,108707,Foundation Fee,NULL
1721,NULL,108778,Foundation Fee,NULL
1722,NULL,108848,Foundation Fee,NULL
1723,NULL,108888,Foundation Fee,NULL
1724,NULL,108941,Foundation Fee,NULL
1725,NULL,108944,Foundation Fee,NULL
1726,NULL,108964,Foundation Fee,NULL
1727,NULL,108968,Foundation Fee,NULL
1728,NULL,108987,Foundation Fee,NULL
1729,NULL,109027,Foundation Fee,NULL
1730,NULL,109057,Foundation Fee,NULL
1731,NULL,109103,Foundation Fee,NULL
1732,NULL,109159,Foundation Fee,NULL
1733,NULL,109253,Foundation Fee,NULL
1734,NULL,109292,Foundation Fee,NULL
1735,NULL,109315,Foundation Fee,NULL
1736,NULL,109396,Foundation Fee,NULL
1737,NULL,109442,Foundation Fee,NULL
1738,NULL,109458,Foundation Fee,NULL
1739,NULL,109568,Foundation Fee,NULL
1740,NULL,109697,Foundation Fee,NULL
1741,NULL,109751,Foundation Fee,NULL
1742,NULL,109768,Foundation Fee,NULL
1743,NULL,109769,Foundation Fee,NULL
1744,NULL,109807,Foundation Fee,NULL
1745,NULL,109869,Foundation Fee,NULL
1746,NULL,109891,Foundation Fee,NULL
1747,NULL,109898,Foundation Fee,NULL
1748,NULL,109907,Foundation Fee,NULL
1749,NULL,109912,Foundation Fee,NULL
1750,NULL,109916,Foundation Fee,NULL
1751,NULL,110054,Foundation Fee,NULL
1752,NULL,110059,Foundation Fee,NULL
1753,NULL,110071,Foundation Fee,NULL
1754,NULL,110104,Foundation Fee,NULL
1755,NULL,110109,Foundation Fee,NULL
1756,NULL,110110,Foundation Fee,NULL
1757,NULL,110125,Foundation Fee,NULL
1758,NULL,110212,Foundation Fee,NULL
1759,NULL,110213,Foundation Fee,NULL
1760,NULL,110225,Foundation Fee,NULL
1761,NULL,110251,Foundation Fee,NULL
1762,NULL,110254,Foundation Fee,NULL
1763,NULL,110267,Foundation Fee,NULL
1764,NULL,110282,Foundation Fee,NULL
1765,NULL,110386,Foundation Fee,NULL
1766,NULL,110434,Foundation Fee,NULL
1767,NULL,110524,Foundation Fee,NULL
1768,NULL,110566,Foundation Fee,NULL
1769,NULL,110707,Foundation Fee,NULL
1770,NULL,110786,Foundation Fee,NULL
1771,NULL,110809,Foundation Fee,NULL
1772,NULL,110907,Foundation Fee,NULL
1773,NULL,111064,Foundation Fee,NULL
1774,NULL,111133,Foundation Fee,NULL
1775,NULL,111400,Foundation Fee,NULL
1776,NULL,111405,Foundation Fee,NULL
1777,NULL,111486,Foundation Fee,NULL
1778,NULL,111771,Foundation Fee,NULL
1779,NULL,111781,Foundation Fee,NULL
1780,NULL,111800,Foundation Fee,NULL
1781,NULL,111820,Foundation Fee,NULL
1782,NULL,111821,Foundation Fee,NULL
1783,NULL,111932,Foundation Fee,NULL
1784,NULL,111976,Foundation Fee,NULL
1785,NULL,112469,Foundation Fee,NULL
1786,NULL,112563,Foundation Fee,NULL
1787,NULL,112594,Foundation Fee,NULL
1788,NULL,112610,Foundation Fee,NULL
1789,NULL,112657,Foundation Fee,NULL
1790,NULL,112667,Foundation Fee,NULL
1791,NULL,112673,Foundation Fee,NULL
1792,NULL,112675,Foundation Fee,NULL
1793,NULL,112725,Foundation Fee,NULL
1794,NULL,112741,Foundation Fee,NULL
1795,NULL,112846,Foundation Fee,NULL
1796,NULL,112880,Foundation Fee,NULL
1797,NULL,112890,Foundation Fee,NULL
1798,NULL,112892,Foundation Fee,NULL
1799,NULL,112915,Foundation Fee,NULL
1800,NULL,112946,Foundation Fee,NULL
1801,NULL,112953,Foundation Fee,NULL
1802,NULL,112954,Foundation Fee,NULL
1803,NULL,112971,Foundation Fee,NULL
1804,NULL,112981,Foundation Fee,NULL
1805,NULL,112985,Foundation Fee,NULL
1806,NULL,112987,Foundation Fee,NULL
1807,NULL,112989,Foundation Fee,NULL
1808,NULL,112995,Foundation Fee,NULL
1809,NULL,112998,Foundation Fee,NULL
1810,NULL,113006,Foundation Fee,NULL
1811,NULL,113008,Foundation Fee,NULL
1812,NULL,113012,Foundation Fee,NULL
1813,NULL,113016,Foundation Fee,NULL
1814,NULL,113019,Foundation Fee,NULL
1815,NULL,113022,Foundation Fee,NULL
1816,NULL,113023,Foundation Fee,NULL
1817,NULL,113025,Foundation Fee,NULL
1818,NULL,113026,Foundation Fee,NULL
1819,NULL,113027,Foundation Fee,NULL
1820,NULL,113035,Foundation Fee,NULL
1821,NULL,113037,Foundation Fee,NULL
1822,NULL,113048,Foundation Fee,NULL
1823,NULL,113054,Foundation Fee,NULL
1824,NULL,113056,Foundation Fee,NULL
1825,NULL,113057,Foundation Fee,NULL
1826,NULL,113067,Foundation Fee,NULL
1827,NULL,113068,Foundation Fee,NULL
1828,NULL,113086,Foundation Fee,NULL
1829,NULL,113090,Foundation Fee,NULL
1830,NULL,113101,Foundation Fee,NULL
1831,NULL,113102,Foundation Fee,NULL
1832,NULL,113110,Foundation Fee,NULL
1833,NULL,113116,Foundation Fee,NULL
1834,NULL,113117,Foundation Fee,NULL
1835,NULL,113145,Foundation Fee,NULL
1836,NULL,113146,Foundation Fee,NULL
1837,NULL,113148,Foundation Fee,NULL
1838,NULL,113278,Foundation Fee,NULL
1839,NULL,113317,Foundation Fee,NULL
1840,NULL,113321,Foundation Fee,NULL
1841,NULL,113329,Foundation Fee,NULL
1842,NULL,113331,Foundation Fee,NULL
1843,NULL,113334,Foundation Fee,NULL
1844,NULL,113336,Foundation Fee,NULL
1845,NULL,113339,Foundation Fee,NULL
1846,NULL,113358,Foundation Fee,NULL
1847,NULL,113359,Foundation Fee,NULL
1848,NULL,113374,Foundation Fee,NULL
1849,NULL,113379,Foundation Fee,NULL
1850,NULL,113381,Foundation Fee,NULL
1851,NULL,113382,Foundation Fee,NULL
1852,NULL,113383,Foundation Fee,NULL
1853,NULL,113387,Foundation Fee,NULL
1854,NULL,113398,Foundation Fee,NULL
1855,NULL,113403,Foundation Fee,NULL
1856,NULL,113404,Foundation Fee,NULL
1857,NULL,113405,Foundation Fee,NULL
1858,NULL,113423,Foundation Fee,NULL
1859,NULL,113428,Foundation Fee,NULL
1860,NULL,113438,Foundation Fee,NULL
1861,NULL,113450,Foundation Fee,NULL
1862,NULL,113451,Foundation Fee,NULL
1863,NULL,113489,Foundation Fee,NULL
1864,NULL,113498,Foundation Fee,NULL
1865,NULL,113501,Foundation Fee,NULL
1866,NULL,113502,Foundation Fee,NULL
1867,NULL,113503,Foundation Fee,NULL
1868,NULL,113506,Foundation Fee,NULL
1869,NULL,113507,Foundation Fee,NULL
1870,NULL,113508,Foundation Fee,NULL
1871,NULL,113510,Foundation Fee,NULL
1872,NULL,113514,Foundation Fee,NULL
1873,NULL,113520,Foundation Fee,NULL
1874,NULL,113525,Foundation Fee,NULL
1875,NULL,113536,Foundation Fee,NULL
1876,NULL,113541,Foundation Fee,NULL
1877,NULL,113550,Foundation Fee,NULL
1878,NULL,113583,Foundation Fee,NULL
1879,NULL,113584,Foundation Fee,NULL
1880,NULL,113590,Foundation Fee,NULL
1881,NULL,113599,Foundation Fee,NULL
1882,NULL,113623,Foundation Fee,NULL
1883,NULL,113637,Foundation Fee,NULL
1884,22016141,50692,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 01
1885,10026891,51670,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2018.2 Year 01 Semester 02
1886,10020301,51699,Foundation Fee,"PLY BSc (Hons) Events, Tourism and Hospitality Management 2017.2 Year 02 Semester 02"
1887,10026968,51760,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2018.2 Year 01 Semester 02
1888,10026166,51766,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2018.2 Year 01 Semester 02
1889,10026367,51803,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2018.2 Year 01 Semester 02
1890,10026941,51805,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2018.2 Year 01 Semester 02
1891,10020410,51881,Foundation Fee,VU BB Banking & Finance 2018.1 Year 02 Semester 01
1892,10021022,52041,Foundation Fee,VU BB Banking & Finance 2018.1 Year 02 Semester 01
1893,22016456,52140,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 01
1894,10021873,52152,Foundation Fee,PLY BSc (Hons) Computer Security 2017.2_New Year 02 Semester 02
1895,10020975,52309,Foundation Fee,VU BIT in Web and Mobile Application Development 2018.1 Year 02 Semester 01
1896,10020373,52604,Foundation Fee,VU BIT in Web and Mobile Application Development 2018.1 Year 02 Semester 01
1897,22011161,52893,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 01
1898,10020407,52909,Foundation Fee,UCD BSc (Hons) In Management 2018.1 Year 02 Semester 02
1899,22019741,53081,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 01
1900,10020409,53174,Foundation Fee,VU BIT in Web and Mobile Application Development 2018.1 Year 02 Semester 01
1901,10021250,53248,Foundation Fee,Bsc PLY (Hons) International Management 18.2 Year 01 Semester 02
1902,10020896,53284,Foundation Fee,LMK BA in Interior Design 2017.2 Year 02 Semester 02
1903,22011161,53464,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 01
1904,10020369,53893,Foundation Fee,VU BIT in Web and Mobile Application Development 2018.1 Year 02 Semester 01
1905,22013235,54118,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1906,22006468,54580,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1907,22016381,54595,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1908,22004115,54687,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1909,22011399,54732,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1910,22009335,54833,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1911,22005688,54834,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1912,22002939,54851,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1913,22012319,54891,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1914,22009119,54936,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1915,22003102,54948,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1916,22015901,54949,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1917,22015856,55009,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1918,22016199,55108,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1919,22008881,55148,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1920,22013788,55150,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1921,22003035,55166,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1922,22005502,55209,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1923,22013579,55217,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1924,22013561,55218,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1925,22016368,55222,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1926,22016379,55228,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1927,22010835,55278,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1928,22012388,55281,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1929,22016456,55295,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1930,22006402,55304,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1931,22003695,55307,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1932,22016979,55325,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1933,22019828,55353,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1934,22019939,55365,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1935,22012721,55382,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1936,22002868,55391,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1937,22009901,55393,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1938,22006348,55395,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1939,22012181,55435,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1940,22015035,55467,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1941,22005397,55474,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1942,22007979,55476,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1943,22016428,55559,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1944,22016339,55562,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1945,22008179,55588,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1946,22019919,55597,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1947,22015335,55598,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1948,22008956,55602,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1949,22016399,55655,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1950,22010288,55678,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1951,22015239,55714,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1952,22012361,55724,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1953,22008761,55734,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1954,22011881,55735,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1955,22013583,55756,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1956,22016235,55765,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1957,22004739,55804,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1958,22006048,55808,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1959,22010141,55820,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1960,22010295,55831,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1961,22008375,55875,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1962,21014756,55876,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1963,22009268,55886,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1964,22010201,55891,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1965,22016302,55900,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
1966,22004456,55907,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree 2019.1 Year 01 Semester 02
